Date,Day,Sum of Provincial Data - National,Sum of Provincial Data - National,New cases,New cases,New cases,New cases,New cases,New cases,New cases,New cases,New cases,New cases - 7day moving average,New cases - 7day moving average,New cases - 7day moving average,New cases - 7day moving average,New cases - 7day moving average,New cases - 7day moving average,New cases - 7day moving average,New cases - 7day moving average,New cases - 7day moving average,Tests,Tests,Active cases,Active cases,Active cases,Active cases,Active cases,Active cases,Active cases,Active cases,Active cases,Active cases - 7day moving average,Active cases - 7day moving average,Active cases - 7day moving average,Active cases - 7day moving average,Active cases - 7day moving average,Active cases - 7day moving average,Active cases - 7day moving average,Active cases - 7day moving average,Active cases - 7day moving average,New recoveries,New recoveries,New recoveries,New recoveries,New recoveries,New recoveries,New recoveries,New recoveries,New recoveries,New recoveries - 7 day moving average,New recoveries - 7 day moving average,New recoveries - 7 day moving average,New recoveries - 7 day moving average,New recoveries - 7 day moving average,New recoveries - 7 day moving average,New recoveries - 7 day moving average,New recoveries - 7 day moving average,New recoveries - 7 day moving average,Daily deaths,Daily deaths,Daily deaths,Daily deaths,Daily deaths,Daily deaths,Daily deaths,Daily deaths,Daily deaths,Daily deaths  -7 day moving average,Daily deaths  -7 day moving average,Daily deaths  -7 day moving average,Daily deaths  -7 day moving average,Daily deaths  -7 day moving average,Daily deaths  -7 day moving average,Daily deaths  -7 day moving average,Daily deaths  -7 day moving average,Daily deaths  -7 day moving average,New cases,Daily tests,% pos tests
,,New cases,New cases - 7day moving average,Eastern Cape,Free State,Gauteng,KwaZulu-Natal,Limpopo,Mpumalanga,North West,Northern Cape,Western Cape,Eastern Cape,Free State,Gauteng,KwaZulu-Natal,Limpopo,Mpumalanga,North West,Northern Cape,Western Cape,New Daily tests,Tests total,Eastern Cape,Free State,Gauteng,KwaZulu-Natal,Limpopo,Mpumalanga,North West,Northern Cape,Western Cape,Eastern Cape,Free State,Gauteng,KwaZulu-Natal,Limpopo,Mpumalanga,North West,Northern Cape,Western Cape,Eastern Cape,Free State,Gauteng,KwaZulu-Natal,Limpopo,Mpumalanga,North West,Northern Cape,Western Cape,Eastern Cape,Free State,Gauteng,KwaZulu-Natal,Limpopo,Mpumalanga,North West,Northern Cape,Western Cape,Eastern Cape,Free State,Gauteng,KwaZulu-Natal,Limpopo,Mpumalanga,North West,Northern Cape,Western Cape,Eastern Cape,Free State,Gauteng,KwaZulu-Natal,Limpopo,Mpumalanga,North West,Northern Cape,Western Cape,National,National,National
28 May 20,Thu,0,0,,,,,,,,,,,,,,,,,,,,655723,1529,94,1305,1119,66,44,88,20,8191,1529,94,1305,1119,66,44,88,20,8191,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
29 May 20,Fri,1805,1805,277,6,254,79,26,1,9,1,1152,277,6,254,79,26,1,9,1,1152,24452,680175,1803,99,1533,1198,70,45,97,20,8639,1666,97,1419,1159,68,45,93,20,8415,0,1,26,0,22,0,0,1,673,0,1,13,0,11,0,0,1,337,3,0,0,0,0,0,0,0,31,2,0,0,0,0,0,0,0,16,1805,24452,7
30 May 20,Sat,1726,1766,176,30,190,48,3,1,19,5,1254,227,18,222,64,15,1,14,3,1203,21708,701883,1690,130,1707,1244,30,46,116,25,9187,1674,108,1515,1187,55,45,100,22,8672,287,-1,16,0,43,0,0,0,678,96,0,14,0,22,0,0,0,450,2,0,0,2,0,0,0,0,28,2,0,0,1,0,0,0,0,20,1726,21708,8
31 May 20,Sun,1743,1758,168,17,230,69,4,8,13,12,1222,207,18,225,65,11,3,14,6,1209,23242,725125,1858,146,1910,1245,31,49,129,37,9780,1720,117,1614,1202,49,46,108,26,8949,0,1,25,68,3,5,0,0,591,72,0,17,17,17,1,0,0,486,0,0,2,0,0,0,0,0,38,1,0,1,1,0,0,0,0,24,1743,23242,7
01 Jun 20,Mon,1674,1737,184,7,228,20,15,10,12,13,1185,201,15,226,54,12,5,13,8,1203,17617,742742,1906,154,2138,1265,45,45,141,50,10611,1757,125,1719,1214,48,46,114,30,9282,136,-1,0,0,1,14,0,0,332,85,0,13,14,14,4,0,0,455,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,24,1674,17617,10
02 Jun 20,Tue,1455,1446,213,14,45,72,1,1,84,9,1016,204,14,45,72,1,1,84,9,1016,18792,761534,2113,168,2183,1336,45,46,211,57,10579,1817,132,1796,1235,48,46,130,35,9498,0,0,0,0,1,0,14,2,1005,71,0,11,11,12,3,2,1,547,6,0,0,1,0,0,0,0,43,2,0,0,1,0,0,0,0,27,1455,18792,8
03 Jun 20,Wed,1714,1686,202,20,291,70,7,5,43,2,1074,203,16,206,60,9,4,30,7,1151,24445,785979,2308,188,2365,1405,52,51,254,59,10364,1887,140,1877,1259,48,47,148,38,9622,0,0,109,0,0,0,0,0,1260,60,0,25,10,10,3,2,0,648,7,0,0,1,0,0,0,0,29,3,0,0,1,0,0,0,0,27,1714,24445,7
04 Jun 20,Thu,3267,1912,410,3,278,162,6,7,50,2,2349,233,14,217,74,9,5,33,6,1322,34696,820675,2381,185,2590,1554,57,58,304,61,11438,2008,153,2061,1321,47,49,179,44,10085,337,5,53,12,1,0,0,0,1221,109,1,33,11,10,3,2,0,823,0,1,0,1,0,0,0,0,54,3,0,0,1,0,0,0,0,35,3267,34696,9
05 Jun 20,Fri,2642,2032,304,14,370,67,9,25,45,7,1801,237,15,233,73,6,8,38,7,1414,30196,850871,2685,204,2831,1503,63,75,335,67,11670,2134,168,2246,1365,46,53,213,51,10518,0,-5,122,118,3,8,14,1,1516,109,0,46,28,7,4,4,0,943,0,0,7,0,0,0,0,0,53,2,0,1,1,0,0,0,0,38,2642,30196,9
06 Jun 20,Sat,2539,2148,389,12,411,80,1,12,59,3,1572,267,12,265,77,6,10,44,7,1460,40797,891668,2862,187,3235,1577,55,87,394,66,12295,2302,176,2465,1412,50,59,253,57,10962,206,29,0,0,9,0,0,4,922,97,4,44,28,3,4,4,1,978,6,0,7,6,0,0,0,0,25,3,0,2,1,0,0,0,0,38,2539,40797,6
07 Jun 20,Sun,2298,2227,345,13,320,92,11,8,55,9,1445,292,12,278,80,7,10,50,6,1492,28396,920064,3207,200,3471,1669,66,86,449,72,13684,2495,184,2688,1473,55,64,298,62,11520,0,0,84,0,0,8,0,3,11,97,4,53,19,2,4,4,1,895,0,0,0,0,0,1,0,0,45,3,0,2,1,0,0,0,0,39,2298,28396,8
08 Jun 20,Mon,2574,2356,367,12,312,67,17,-6,57,4,1744,319,13,290,87,7,7,56,5,1572,22995,943059,3548,212,3783,1735,83,80,506,76,13638,2729,192,2923,1540,60,69,350,65,11953,0,0,0,0,0,0,0,0,1735,78,4,53,19,2,2,4,1,1096,26,0,0,1,0,0,0,0,55,6,0,2,1,0,0,0,0,43,2574,22995,11
09 Jun 20,Tue,2094,2447,419,18,288,80,9,1,24,4,1251,348,13,324,88,9,7,48,4,1605,25011,968070,3108,220,3914,1627,92,72,515,80,13138,2871,199,3170,1581,67,73,394,69,12318,848,10,147,188,0,9,15,0,1690,199,6,74,45,2,4,4,1,1194,11,0,10,0,0,0,0,0,61,7,0,3,1,0,0,0,0,46,2094,25011,8
10 Jun 20,Wed,2430,2549,394,10,649,92,4,23,53,3,1202,375,12,375,91,8,10,49,5,1623,30330,998400,3360,230,4313,1711,79,90,552,82,12232,3022,205,3448,1625,71,78,436,72,12585,133,0,250,6,17,5,16,1,2071,218,6,94,46,4,4,6,1,1309,9,0,0,2,0,0,0,0,37,6,0,2,1,0,0,0,0,42,2430,30330,8
11 Jun 20,Thu,3141,2531,714,5,758,125,10,21,100,7,1401,419,12,444,86,9,12,56,5,1488,29999,1028399,3583,235,5006,1836,89,111,624,79,12406,3193,213,3793,1665,75,86,482,75,12723,460,0,65,0,0,0,24,10,1188,235,5,95,45,4,4,10,3,1305,31,0,0,0,0,0,4,0,39,9,0,2,1,0,0,0,0,42,3141,29999,10
12 Jun 20,Fri,3359,2634,747,29,828,101,21,15,108,6,1504,482,14,509,91,10,11,65,5,1446,32026,1060425,4014,237,5776,1937,109,126,732,85,12486,3383,217,4214,1727,82,93,539,77,12840,286,27,58,0,0,0,0,0,1385,276,9,86,28,4,3,8,3,1286,30,0,0,0,1,0,0,0,39,11,0,2,1,0,0,0,0,44,3359,32026,10
13 Jun 20,Sat,3809,2815,635,22,1116,190,21,28,112,6,1679,517,16,610,107,13,13,73,6,1461,27462,1087887,4474,259,6741,1889,120,154,844,91,12828,3613,228,4715,1772,91,103,603,81,12916,166,0,127,238,10,0,0,0,1301,270,5,104,62,4,3,8,2,1340,9,0,24,0,0,0,0,0,36,12,0,4,1,0,0,0,0,43,3809,27462,14
14 Jun 20,Sun,4302,3101,777,38,1267,111,17,26,120,12,1934,579,19,745,109,14,15,82,6,1531,34071,1121958,4556,264,7876,1995,137,164,940,103,13929,3806,237,5344,1819,101,114,673,85,12951,685,33,132,0,0,16,24,0,791,368,10,111,62,4,4,11,2,1452,10,0,0,5,0,0,0,0,42,12,0,4,1,0,0,0,0,44,4302,34071,13
15 Jun 20,Mon,3495,3233,570,17,1029,85,36,25,80,49,1604,608,20,848,112,17,20,85,12,1511,26975,1148933,5030,281,8758,2080,159,183,1020,152,14372,4018,247,6055,1868,112,129,747,96,13056,87,0,141,0,14,6,0,0,1088,381,10,131,62,6,5,11,2,1359,9,0,6,0,0,0,0,0,73,13,0,5,1,0,0,0,0,46,3495,26975,13
16 Jun 20,Tue,6296,3833,1012,83,1859,174,65,46,184,55,2818,693,29,1072,125,25,26,108,20,1735,23580,1172513,5319,347,9494,1842,174,204,1124,158,13921,4334,265,6852,1899,124,147,834,107,13168,231,0,235,323,28,6,0,0,2709,293,9,144,81,10,5,9,2,1505,9,0,0,4,0,0,0,0,44,14,0,4,2,0,0,0,0,45,6296,23580,27
17 Jun 20,Wed,6890,4470,1322,96,2427,279,54,69,225,6,2412,825,41,1326,152,32,33,133,20,1907,28223,1200736,5823,377,10817,2032,194,244,1222,158,13488,4686,286,7781,1944,140,169,929,118,13347,514,0,368,323,19,8,23,0,3209,347,9,161,126,10,5,10,1,1667,6,0,0,0,0,0,0,0,43,14,0,4,1,0,0,0,0,47,6890,28223,24
18 Jun 20,Thu,3478,4518,720,41,1278,122,73,70,204,3,967,826,47,1401,152,41,40,148,20,1845,27362,1228098,6051,405,12055,2154,256,304,1426,132,14398,5038,310,8788,1990,164,197,1044,126,13632,486,13,40,0,11,10,0,29,0,351,10,157,126,12,7,7,4,1498,6,0,0,0,0,0,0,0,57,14,0,4,1,0,0,0,0,48,3478,27362,13
19 Jun 20,Fri,3825,4585,867,9,1363,188,14,44,152,4,1184,843,44,1477,164,40,44,154,19,1800,32336,1260434,6918,414,13146,1941,263,348,1578,120,13279,5453,335,9841,1990,186,229,1165,131,13745,0,0,245,394,7,0,0,16,2243,310,7,184,183,13,7,7,6,1620,0,0,27,7,0,0,0,0,60,12,0,6,2,0,0,0,0,48,3825,32336,12
20 Jun 20,Sat,4969,4751,1215,42,1717,258,18,39,199,14,1467,926,47,1563,174,40,46,166,20,1769,33174,1293608,6983,455,14591,2196,281,387,1777,134,13625,5811,363,10962,2034,209,262,1298,137,13859,1139,1,272,0,0,0,0,0,1089,449,7,205,149,11,7,7,6,1590,11,0,0,3,0,0,0,0,32,12,0,5,2,0,0,0,0,46,4969,33174,15
21 Jun 20,Sun,4667,4803,1030,33,1844,224,43,29,191,5,1268,962,46,1645,190,43,46,176,19,1674,34452,1328060,7728,460,16027,2352,314,396,1895,126,14463,6265,391,12127,2085,234,295,1435,140,13935,268,28,400,67,10,20,73,13,403,389,6,243,158,13,7,14,8,1534,17,0,8,1,0,0,0,0,27,13,0,6,2,0,0,0,0,45,4667,34452,14
22 Jun 20,Mon,4288,4916,1144,39,1519,248,18,23,167,17,1113,1044,49,1715,213,41,46,189,15,1604,25116,1353176,8557,499,16599,2422,320,414,2062,141,15138,6768,422,13247,2134,257,328,1583,138,14045,297,0,947,175,11,5,0,2,399,419,6,358,183,12,7,14,9,1436,18,0,0,3,1,0,0,0,39,11,0,6,2,0,0,0,0,45,4288,25116,17
23 Jun 20,Tue,4521,4663,1213,42,1700,347,40,66,139,16,958,1073,43,1693,238,37,49,182,9,1338,29596,1382772,9518,541,18299,2685,347,479,2193,157,14742,7368,450,14505,2255,282,367,1736,138,14162,224,0,0,80,13,0,8,0,1276,418,6,325,148,10,6,15,9,1231,28,0,0,4,0,1,0,0,78,11,0,6,2,0,0,0,0,48,4521,29596,15
24 Jun 20,Wed,5688,4491,1106,75,2115,450,48,51,164,29,1650,1042,40,1648,262,36,46,174,13,1230,34122,1416894,9200,616,20153,3037,362,512,2322,186,16329,7851,484,15839,2398,306,406,1893,142,14568,1409,0,236,98,33,18,35,0,0,546,6,306,116,12,8,17,9,773,15,0,25,0,0,0,0,0,63,12,0,6,2,0,0,0,0,51,5688,34122,17
25 Jun 20,Thu,6579,4934,1273,87,2590,515,60,70,347,19,1618,1121,47,1835,319,34,46,194,15,1323,43118,1460012,9685,649,22741,3537,396,574,2669,205,15653,8370,519,17365,2596,326,444,2071,153,14747,771,54,0,0,26,8,0,0,2241,587,12,300,116,14,7,17,4,1093,17,0,2,15,0,0,0,0,53,12,0,6,3,0,0,0,0,52,6579,43118,15
26 Jun 20,Fri,6215,5275,1451,93,2598,500,68,72,253,19,1161,1205,59,2012,363,42,50,209,17,1319,33092,1493104,10218,742,24063,3787,445,614,2792,208,15270,8841,566,18925,2859,352,482,2244,165,15031,910,0,1276,250,19,32,130,16,1504,717,12,447,96,16,12,35,4,987,8,0,0,0,0,0,0,0,40,12,0,6,3,0,0,0,0,49,6215,33092,19
27 Jun 20,Sat,7210,5595,1720,91,2941,696,64,70,236,18,1374,1277,66,2187,426,49,54,214,18,1306,35905,1529009,11082,795,26407,4260,470,684,3016,168,15411,9427,615,20613,3154,379,525,2421,170,15287,843,38,580,220,39,0,12,58,1193,675,17,491,127,22,12,37,13,1002,13,0,17,3,0,0,0,0,40,13,0,7,3,0,0,0,0,48,7210,35905,20
28 Jun 20,Sun,6334,5834,1441,119,2610,647,73,91,193,30,1130,1335,78,2296,486,53,63,214,21,1286,38075,1567084,12145,914,28141,4907,517,677,3209,198,16045,10058,679,22343,3519,408,565,2609,180,15513,375,0,868,0,26,98,0,0,464,690,13,558,118,24,23,26,11,1011,3,0,8,0,0,0,0,0,32,12,0,8,3,0,0,0,0,47,6334,38075,17
29 Jun 20,Mon,6130,6097,1096,98,2946,608,76,73,284,19,930,1329,86,2500,538,61,70,231,21,1260,29911,1596995,12974,983,29923,5324,567,710,3491,217,16932,10689,749,24247,3934,443,607,2813,191,15769,257,29,1158,185,21,39,0,0,0,684,17,588,119,25,28,26,11,954,10,0,6,6,5,1,2,0,43,13,0,8,4,1,0,0,0,46,6130,29911,20
30 Jun 20,Tue,6945,6443,1491,137,3040,633,120,101,256,61,1106,1368,100,2691,578,73,75,248,28,1281,33013,1630008,13183,1120,32131,5946,601,719,3529,278,17502,11212,831,26223,4400,480,641,3004,209,16163,1257,0,796,0,86,88,218,0,484,832,17,702,108,36,40,56,11,841,25,0,36,11,0,4,0,0,52,15,0,9,4,1,1,0,0,45,6945,33013,21
01 Jul 20,Wed,8124,6791,1654,158,3063,958,44,116,206,29,1896,1447,112,2827,651,72,85,254,28,1316,36931,1666939,14517,1277,35166,6726,645,812,3584,289,17543,11972,926,28367,4927,520,684,3184,223,16337,303,1,0,168,0,23,151,18,1818,674,17,668,118,31,41,73,13,1101,17,0,28,10,0,0,0,0,37,16,0,12,5,1,1,0,0,46,8124,36931,22
02 Jul 20,Thu,8728,7098,1263,214,3993,1037,111,172,395,79,1464,1445,130,3027,726,79,99,260,36,1294,39188,1706127,14309,1491,36698,7406,706,951,3916,340,17401,12633,1046,30361,5479,564,738,3362,243,16586,1459,0,2423,341,50,33,63,28,1577,772,10,1014,166,34,45,82,17,1006,12,0,38,16,0,0,0,0,29,15,0,15,6,1,1,0,0,46,8728,39188,22
03 Jul 20,Fri,9063,7505,1554,244,4394,1088,122,133,380,53,1095,1460,152,3284,810,87,108,279,41,1285,39026,1745153,14295,1725,39952,8398,804,1019,4267,390,17024,13215,1186,32631,6138,616,796,3573,269,16837,1560,10,1140,86,24,65,0,0,1414,865,11,995,143,35,49,63,15,993,8,0,0,10,0,0,29,3,58,14,0,15,7,0,1,3,0,48,9063,39026,23
04 Jul 20,Sat,10853,8025,2004,246,5042,1227,151,207,476,60,1440,1500,174,3584,885,100,128,313,47,1294,46925,1792078,14691,1930,43156,9625,955,1190,4743,446,16988,13731,1349,35024,6905,685,868,3820,308,17062,1577,41,1838,0,0,36,0,4,1433,970,12,1175,111,30,55,62,7,1027,31,0,0,0,0,0,0,0,43,14,0,15,6,0,0,3,0,45,10853,46925,23
05 Jul 20,Sun,8773,8374,1487,177,4031,1162,147,147,419,48,1155,1507,182,3787,959,110,136,345,50,1298,38083,1830161,15639,2079,46164,10766,1061,1337,5162,491,17537,14230,1515,37599,7742,763,963,4099,350,17275,510,18,952,0,41,0,0,1,566,989,14,1187,111,32,41,62,7,1042,29,10,71,21,0,0,0,2,40,16,1,19,8,0,0,3,0,42,8773,38083,23
06 Jul 20,Mon,8971,8780,2433,251,3487,673,79,208,347,86,1407,1698,204,3864,968,111,155,354,59,1366,33950,1864111,17690,2306,46709,10825,1105,1515,5270,577,18566,14903,1704,39997,8527,840,1078,4353,402,17509,373,24,2892,614,18,30,239,0,343,1006,13,1434,173,31,39,96,7,1091,9,0,50,0,17,0,0,0,35,15,1,23,7,2,0,3,0,41,8971,33950,26
07 Jul 20,Tue,10134,9235,2320,230,4597,924,165,180,432,68,1218,1816,217,4087,1010,117,166,379,60,1382,43421,1907532,17815,2487,51231,11648,1243,1678,5471,645,17836,15565,1899,42725,9342,931,1215,4630,454,17556,2159,49,0,79,12,17,231,0,1904,1134,20,1321,184,21,29,98,7,1294,36,0,75,22,15,0,0,0,44,18,1,30,9,3,0,3,0,41,10134,43421,23
08 Jul 20,Wed,8810,9333,1956,225,3527,1219,181,175,305,86,1136,1860,227,4153,1047,137,175,393,69,1274,36867,1944399,17471,2712,54758,12432,1422,1838,5655,714,17219,15987,2104,45524,10157,1042,1361,4926,515,17510,2282,0,0,417,0,0,121,17,1706,1417,20,1321,220,21,26,93,7,1278,18,0,0,18,2,15,0,0,47,18,1,28,10,4,2,3,0,42,8810,36867,24
09 Jul 20,Thu,13674,10040,2075,465,6531,1668,250,374,723,65,1523,1976,263,4516,1137,156,203,440,67,1282,56170,2000569,19518,3076,57227,13876,1683,2101,6260,765,17052,16731,2331,48457,11081,1182,1525,5261,575,17460,0,101,4025,198,0,111,118,13,1653,1209,35,1550,199,14,37,101,5,1288,28,0,37,26,-11,0,0,1,37,20,1,31,13,3,2,3,1,42,13674,56170,24
10 Jul 20,Fri,12348,10509,1852,497,5487,1756,198,371,806,129,1252,2018,299,4672,1233,167,237,501,77,1304,56663,2057232,16747,3573,62675,15173,1881,2472,6952,884,18238,17082,2595,51703,12049,1336,1733,5645,646,17634,4599,0,0,448,0,0,114,10,0,1643,33,1387,251,10,28,118,6,1086,24,0,39,11,0,0,0,0,66,22,1,34,13,2,2,3,1,44,12348,56663,22
11 Jul 20,Sat,13497,10887,1948,458,6011,2367,256,348,742,98,1269,2010,329,4810,1396,182,258,539,83,1280,51338,2108570,16651,3979,63426,17459,1811,2689,7667,947,17869,17362,2887,54599,13168,1458,1947,6062,718,17760,2014,52,5234,68,326,131,27,31,1600,1705,35,1872,261,57,41,121,10,1110,30,0,26,13,0,0,0,4,38,22,1,33,13,2,1,3,1,43,13497,51338,26
12 Jul 20,Sun,12058,11356,2068,545,5387,1819,179,356,506,135,1063,2093,382,5004,1489,187,287,552,95,1267,45821,2154391,18028,4524,64829,19271,1834,3045,7697,1080,16981,17703,3237,57265,14383,1568,2191,6425,802,17680,669,0,3920,0,156,0,476,2,1936,1728,32,2296,261,73,41,189,10,1306,22,0,64,7,0,0,0,0,15,22,1,36,13,2,1,3,1,41,12058,45821,26
13 Jul 20,Mon,11554,11725,1758,408,5282,1815,302,322,601,121,945,1997,404,5260,1653,219,304,588,100,1201,40233,2194624,19266,4851,69555,19580,2136,3356,8015,1157,17467,17928,3600,60529,15634,1716,2454,6817,885,17523,497,65,556,1500,0,0,283,44,422,1746,38,1962,387,71,37,196,17,1317,23,16,0,6,0,11,0,0,37,23,2,33,12,2,2,3,1,42,11554,40233,29
14 Jul 20,Tue,10389,11761,1901,341,3357,3200,142,277,259,57,855,1937,420,5083,1978,215,318,563,99,1149,38114,2232738,18527,5192,70198,22753,2278,3364,8173,1061,16014,18030,3987,63238,17221,1864,2695,7203,944,17263,2623,0,2632,0,0,269,101,149,2264,1812,31,2338,376,69,73,177,38,1369,17,0,82,27,0,0,0,4,44,24,2,40,14,2,2,0,1,41,10389,38114,27
15 Jul 20,Wed,12757,12325,1625,588,5644,2352,187,475,441,88,1357,1890,472,5386,2140,216,360,583,99,1181,45389,2278127,17466,5558,66204,23654,2120,3718,8599,1144,17333,18029,4393,64873,18824,1963,2964,7623,1005,17279,2674,222,9597,1447,345,121,3,5,0,1868,63,3709,523,118,90,160,36,1125,12,0,41,4,0,0,12,0,38,23,2,44,14,2,2,1,1,40,12757,45389,28
16 Jul 20,Thu,13218,12260,1602,751,5181,2665,238,521,666,164,1430,1822,513,5193,2282,215,381,574,113,1167,46796,2324923,16558,6234,71299,26278,2358,4068,9149,1215,16741,17606,4844,66884,20595,2060,3245,8036,1070,17235,2485,65,0,0,0,164,116,93,1975,2223,58,3134,495,118,98,160,48,1171,25,10,86,41,0,7,0,0,47,22,2,45,16,2,3,1,1,41,13218,46796,28
17 Jul 20,Fri,13373,12407,1674,978,5513,2118,277,501,831,213,1268,1797,581,5196,2334,226,400,578,125,1170,48130,2373053,16381,7210,71235,26941,2442,4432,9980,1402,14523,17554,5364,68107,22277,2140,3525,8469,1144,16704,1842,0,5513,1435,193,133,0,26,3450,1829,58,3922,636,146,117,144,50,1664,9,2,64,20,0,4,0,0,36,22,3,47,18,1,3,1,1,41,13373,48130,28
18 Jul 20,Sat,13279,12375,2116,714,5196,2364,330,571,678,153,1157,1821,618,5080,2333,236,432,569,133,1154,49688,2422741,16480,7924,76392,29061,2590,4807,10513,1459,14408,17529,5928,69959,23934,2251,3827,8875,1217,16210,1978,0,0,221,182,196,145,96,1229,1824,50,3174,658,125,126,161,59,1611,39,0,39,23,0,0,0,0,43,22,3,43,18,-1,3,1,1,41,13279,49688,27
19 Jul 20,Sun,13449,12574,2205,989,5013,3129,438,485,606,69,515,1840,681,5027,2520,273,450,583,124,1075,49006,2471747,18039,8843,74119,31744,2853,5127,11068,1479,14897,17531,6545,71286,25716,2397,4125,9357,1274,15912,632,70,7256,431,175,165,51,49,0,1819,60,3651,719,128,150,100,66,1334,14,0,30,15,0,0,0,0,26,22,3,46,18,-1,2,1,1,39,13449,49006,27
20 Jul 20,Mon,9315,12254,2135,734,3262,2399,228,295,331,85,-154,1894,728,4738,2604,263,446,545,118,918,33899,2505646,19638,9542,77368,31691,2979,5213,11048,1366,14693,17584,7215,72402,27446,2517,4390,9790,1304,15516,490,25,0,2439,102,201,351,198,0,1818,55,3571,853,142,178,110,88,1274,46,10,13,13,0,8,0,0,50,24,3,44,16,0,3,1,1,40,9315,33899,27
21 Jul 20,Tue,8176,11938,1443,625,2556,2071,199,240,297,188,557,1829,768,4624,2443,271,441,550,137,876,31275,2536921,18551,10023,71959,33306,2804,5264,11345,1437,13551,17588,7905,72654,28954,2592,4661,10243,1357,15164,2456,144,7922,426,374,189,0,117,1651,1794,75,4327,914,196,167,95,83,1186,74,0,43,30,0,0,0,0,48,28,3,44,18,0,3,1,1,38,8176,31275,26
22 Jul 20,Wed,13146,11994,1059,980,5147,2836,357,622,439,188,1518,1748,824,4553,2512,295,462,550,151,899,48553,2585474,16535,10955,66029,31977,3161,4799,11111,1612,13604,17455,8676,72629,30143,2741,4816,10602,1424,14631,2675,43,10963,4147,0,1087,673,13,1430,1794,50,4522,1300,147,305,191,85,1391,400,5,114,18,0,0,0,0,35,62,4,52,19,0,3,1,0,38,13146,48553,27
23 Jul 20,Thu,13104,11977,1627,1111,4272,2885,356,701,828,243,1081,1751,876,4423,2543,312,488,573,163,849,46632,2632106,14461,11560,70270,34105,3254,4917,11834,1795,13453,17155,9437,72482,31261,2869,4937,10986,1507,14161,3653,506,0,719,263,583,105,52,1204,1961,113,4522,1403,184,365,189,79,1281,48,0,31,38,0,0,0,8,28,64,4,49,21,0,3,1,1,39,13104,46632,28
24 Jul 20,Fri,13944,12059,1893,1099,4166,3756,326,769,647,205,1083,1783,893,4230,2777,319,526,547,162,822,52382,2684488,14240,12606,69568,37811,3339,5301,11705,1975,13287,16849,10208,72244,32814,2997,5061,11232,1589,13985,2101,52,4729,0,241,385,776,25,1202,1998,120,4410,1198,191,401,300,79,959,13,1,139,50,0,0,0,0,47,63,3,62,25,0,2,1,1,40,13944,52382,27
25 Jul 20,Sat,12204,11905,1434,970,3801,3370,338,661,394,214,1022,1685,930,4031,2921,320,539,506,170,803,46324,2730812,13791,13385,62940,38679,3456,5370,11447,2172,13201,16465,10988,70322,34188,3121,5142,11365,1691,13812,1839,191,10220,2465,221,592,652,13,1090,1978,147,5870,1518,197,457,373,67,940,44,0,209,37,0,0,0,4,18,66,3,74,26,0,2,1,1,38,12204,46324,26
26 Jul 20,Sun,11233,11589,813,970,3333,3529,344,591,396,211,1046,1486,927,3791,2978,307,554,476,191,879,42966,2773778,13838,14344,66244,42196,3543,5961,11214,2348,13849,15865,11774,69197,35681,3219,5261,11386,1815,13663,759,11,0,0,223,0,629,33,368,1996,139,4833,1457,203,434,455,64,992,7,0,29,12,34,0,0,2,30,65,3,72,27,3,2,0,1,37,11233,42966,26
27 Jul 20,Mon,7096,11272,646,740,2165,1921,184,378,266,275,521,1274,928,3634,2910,301,566,467,218,975,28433,2802211,14012,14981,63209,41009,3628,5827,11104,2623,14094,15061,12551,67174,37012,3312,5348,11394,1995,13577,395,12,5139,3099,99,499,365,0,240,1983,137,5568,1551,203,476,457,36,1026,77,91,61,9,0,13,11,0,36,70,10,70,24,3,2,1,1,36,7096,28433,25
28 Jul 20,Tue,7232,11137,836,912,2265,2119,242,166,187,122,383,1187,969,3593,2917,307,555,451,208,951,28424,2830635,12777,15802,60290,39734,3870,5675,11081,2724,13188,14236,13376,65507,37930,3464,5407,11357,2178,13525,2060,91,5129,3332,0,318,197,21,1240,1926,129,5169,1966,150,495,485,22,968,11,0,55,62,0,0,13,0,49,70,10,69,28,3,2,2,1,37,7232,28424,25
29 Jul 20,Wed,11362,10882,805,1073,3785,3139,338,890,440,138,754,1151,982,3398,2960,304,594,451,201,841,42528,2873163,11922,16875,60919,38045,4136,5984,10978,2831,13919,13577,14222,64777,38797,3604,5576,11338,2353,13570,1626,0,3000,4801,72,581,543,31,0,1776,123,4031,2059,160,423,467,25,763,34,0,156,27,0,0,0,0,23,70,10,80,28,3,2,2,1,35,11362,42528,27
30 Jul 20,Thu,11046,10588,1183,1191,3205,2679,400,838,580,267,703,1087,994,3246,2930,310,613,416,205,787,44886,2918049,11452,18066,58581,40669,3473,6361,10570,3032,12502,13147,15151,63107,39735,3635,5783,11157,2529,13434,1532,0,5447,0,1063,461,979,66,2086,1473,51,4809,1957,274,405,592,27,889,121,0,96,55,0,0,9,0,34,80,10,86,32,3,2,3,1,36,11046,44886,25
